Date,Sector,AUC as on Date
15-Oct-22,Textiles,21778
15-Oct-22,Consumer Services,115850
15-Oct-22,Telecommunication,121931
15-Oct-22,Services,74764
15-Oct-22,Realty,52259
15-Oct-22,Power,222601
15-Oct-22,"Oil, Gas & Consumable Fuels",506554
15-Oct-22,Metals & Mining,142734
15-Oct-22,"Media, Entertainment & Publication",22097
15-Oct-22,Information Technology,491465
15-Oct-22,Healthcare,225965
15-Oct-22,Forest Materials,1697
15-Oct-22,Financial Services,1472197
15-Oct-22,Fast Moving Consumer Goods,311122
15-Oct-22,Utilities,361
15-Oct-22,Diversified,1645
31-Oct-22,Others,11026
31-Oct-22,Grand Total,4797660
31-Oct-22,,"AUC as on October 31, 2022"
31-Oct-22,,
31-Oct-22,,
31-Oct-22,Automobile and Auto Components,272857
31-Oct-22,Capital Goods,125493
31-Oct-22,Chemicals,104451
31-Oct-22,Construction,69625
31-Oct-22,Construction Materials,79272
31-Oct-22,Consumer Durables,171705
31-Oct-22,Consumer Services,120117
31-Oct-22,Diversified,1636
31-Oct-22,Fast Moving Consumer Goods,317772
31-Oct-22,Healthcare,240392
31-Oct-22,Forest Materials,1880
31-Oct-22,Financial Services,1534042
31-Oct-22,Utilities,361
31-Oct-22,Textiles,21483
31-Oct-22,Telecommunication,131006
31-Oct-22,Services,76971
31-Oct-22,Realty,54128
31-Oct-22,Sovereign,0
31-Oct-22,"Oil, Gas & Consumable Fuels",547878
31-Oct-22,Metals & Mining,146884
31-Oct-22,"Media, Entertainment & Publication",22288
31-Oct-22,Information Technology,508489
31-Oct-22,Power,237907
15-Nov-22,Diversified,1603
15-Nov-22,Consumer Services,117351
15-Nov-22,Consumer Durables,168881
15-Nov-22,,
15-Nov-22,Construction Materials,83133
15-Nov-22,Chemicals,104566
15-Nov-22,Capital Goods,127902
15-Nov-22,Automobile and Auto Components,268885
15-Nov-22,,
15-Nov-22,Fast Moving Consumer Goods,318667
15-Nov-22,Construction,69615
15-Nov-22,Financial Services,1585145
15-Nov-22,Power,236483
15-Nov-22,Healthcare,238048
15-Nov-22,Information Technology,530608
15-Nov-22,"Media, Entertainment & Publication",22356
15-Nov-22,Metals & Mining,169021
15-Nov-22,"Oil, Gas & Consumable Fuels",565227
15-Nov-22,Realty,55687
15-Nov-22,Services,79773
15-Nov-22,Telecommunication,132451
15-Nov-22,Textiles,20535
15-Nov-22,Utilities,404
15-Nov-22,Sovereign,0
15-Nov-22,Others,11793
15-Nov-22,Forest Materials,1825
15-Nov-22,Grand Total,4909960
15-Nov-22,,"AUC as on November 15, 2022"
30-Nov-22,Grand Total,4986480
30-Nov-22,,
30-Nov-22,,
30-Nov-22,Automobile and Auto Components,271908
30-Nov-22,Capital Goods,129454
30-Nov-22,Chemicals,105523
30-Nov-22,Construction,73356
30-Nov-22,Construction Materials,84868
30-Nov-22,Consumer Durables,169845
30-Nov-22,Consumer Services,118749
30-Nov-22,Diversified,1583
30-Nov-22,Fast Moving Consumer Goods,333231
30-Nov-22,Financial Services,1612810
30-Nov-22,Forest Materials,1903
30-Nov-22,Healthcare,241739
30-Nov-22,Information Technology,534674
30-Nov-22,"Media, Entertainment & Publication",22560
30-Nov-22,Metals & Mining,167640
30-Nov-22,"Oil, Gas & Consumable Fuels",583358
30-Nov-22,Power,226118
30-Nov-22,Realty,55488
30-Nov-22,Services,81236
30-Nov-22,Telecommunication,133294
30-Nov-22,Textiles,20833
30-Nov-22,Utilities,620
30-Nov-22,Sovereign,0
30-Nov-22,,"AUC as on November 30, 2022"
30-Nov-22,Others,15690
15-Dec-22,Consumer Services,121270
15-Dec-22,Grand Total,4930543
15-Dec-22,Consumer Durables,164520
15-Dec-22,Construction Materials,86122
15-Dec-22,Construction,78181
15-Dec-22,Chemicals,104792
15-Dec-22,Capital Goods,133992
15-Dec-22,Automobile and Auto Components,265434
15-Dec-22,,
15-Dec-22,,
15-Dec-22,Diversified,1588
15-Dec-22,Fast Moving Consumer Goods,338180
15-Dec-22,Financial Services,1611737
15-Dec-22,Forest Materials,1863
15-Dec-22,Healthcare,236566
15-Dec-22,Information Technology,514985
15-Dec-22,"Media, Entertainment & Publication",22046
15-Dec-22,Metals & Mining,173394
15-Dec-22,"Oil, Gas & Consumable Fuels",558113
15-Dec-22,Power,214686
15-Dec-22,Realty,58522
15-Dec-22,Services,82114
15-Dec-22,Telecommunication,130036
15-Dec-22,Textiles,20056
15-Dec-22,Utilities,638
15-Dec-22,Sovereign,0
15-Dec-22,Others,11709
15-Dec-22,,"AUC as on December 15, 2022"
31-Dec-22,Grand Total,4834447
31-Dec-22,,"AUC as on December 31, 2022"
31-Dec-22,Forest Materials,1854
31-Dec-22,Utilities,580
31-Dec-22,Textiles,19363
31-Dec-22,Telecommunication,126212
31-Dec-22,Services,78726
31-Dec-22,Realty,56810
31-Dec-22,Power,208250
31-Dec-22,"Oil, Gas & Consumable Fuels",553080
31-Dec-22,Metals & Mining,172603
31-Dec-22,"Media, Entertainment & Publication",20699
31-Dec-22,Information Technology,505182
31-Dec-22,Healthcare,232296
31-Dec-22,Others,11328
31-Dec-22,Financial Services,1593155
31-Dec-22,Diversified,1533
31-Dec-22,Consumer Services,117078
31-Dec-22,Consumer Durables,162351
31-Dec-22,Construction Materials,82781
31-Dec-22,Construction,74950
31-Dec-22,Chemicals,99657
31-Dec-22,Capital Goods,128667
31-Dec-22,Automobile and Auto Components,258501
31-Dec-22,,
31-Dec-22,,
31-Dec-22,Fast Moving Consumer Goods,328790
31-Dec-22,Sovereign,0
15-Jan-23,Textiles,18572
15-Jan-23,Grand Total,4784816
15-Jan-23,Telecommunication,119367
15-Jan-23,Sovereign,0
15-Jan-23,Others,11094
15-Jan-23,Services,78379
15-Jan-23,Realty,56137
15-Jan-23,Power,208015
15-Jan-23,"Oil, Gas & Consumable Fuels",540091
15-Jan-23,Metals & Mining,177024
15-Jan-23,"Media, Entertainment & Publication",20185
15-Jan-23,Healthcare,232803
15-Jan-23,Forest Materials,1897
15-Jan-23,Financial Services,1567289
15-Jan-23,Fast Moving Consumer Goods,326024
15-Jan-23,Diversified,1553
15-Jan-23,Information Technology,508061
15-Jan-23,Consumer Durables,156655
15-Jan-23,Construction Materials,83547
15-Jan-23,Construction,77599
15-Jan-23,Chemicals,97555
15-Jan-23,Capital Goods,131201
15-Jan-23,Automobile and Auto Components,261177
15-Jan-23,,
15-Jan-23,,
15-Jan-23,,"AUC as on January 15, 2023"
15-Jan-23,Consumer Services,110006
15-Jan-23,Utilities,584
31-Jan-23,Information Technology,517061
31-Jan-23,"Media, Entertainment & Publication",19247
31-Jan-23,Metals & Mining,162632
31-Jan-23,"Oil, Gas & Consumable Fuels",487290
31-Jan-23,Power,170738
31-Jan-23,Utilities,568
31-Jan-23,Services,70212
31-Jan-23,Telecommunication,116219
31-Jan-23,Textiles,18278
31-Jan-23,Healthcare,227272
31-Jan-23,Sovereign,0
31-Jan-23,Realty,53874
31-Jan-23,Forest Materials,1915
31-Jan-23,,
31-Jan-23,Fast Moving Consumer Goods,322753
31-Jan-23,Diversified,3080
31-Jan-23,Consumer Services,104336
31-Jan-23,Consumer Durables,149353
31-Jan-23,Construction Materials,77538
31-Jan-23,Construction,77749
31-Jan-23,Chemicals,95788
31-Jan-23,Capital Goods,130782
31-Jan-23,Automobile and Auto Components,272312
31-Jan-23,,
31-Jan-23,,"AUC as on January 31, 2023"
31-Jan-23,Others,11613
31-Jan-23,Financial Services,1512278
31-Jan-23,Grand Total,4602889
15-Feb-23,Forest Materials,1808
15-Feb-23,Financial Services,1551087
15-Feb-23,Others,10788
15-Feb-23,Sovereign,0
15-Feb-23,Utilities,571
15-Feb-23,Textiles,17083
15-Feb-23,Telecommunication,119041
15-Feb-23,Services,66663
15-Feb-23,Realty,53285
15-Feb-23,"Oil, Gas & Consumable Fuels",472425
15-Feb-23,Metals & Mining,133633
15-Feb-23,"Media, Entertainment & Publication",18704
15-Feb-23,Information Technology,539204
15-Feb-23,Healthcare,226636
15-Feb-23,Power,132716
15-Feb-23,Fast Moving Consumer Goods,329163
15-Feb-23,Grand Total,4593478
15-Feb-23,,
15-Feb-23,,
15-Feb-23,Automobile and Auto Components,271579
15-Feb-23,Capital Goods,135436
15-Feb-23,Chemicals,96017
15-Feb-23,,"AUC as on February 15, 2023"
15-Feb-23,Construction Materials,77610
15-Feb-23,Consumer Durables,152506
15-Feb-23,Consumer Services,105237
15-Feb-23,Diversified,2961
15-Feb-23,Construction,79322
28-Feb-23,Information Technology,511446
28-Feb-23,"Media, Entertainment & Publication",17107
28-Feb-23,Metals & Mining,118820
28-Feb-23,"Oil, Gas & Consumable Fuels",450791
28-Feb-23,Power,123729
28-Feb-23,Realty,50954
28-Feb-23,Textiles,16680
28-Feb-23,Telecommunication,113635
28-Feb-23,Utilities,528
28-Feb-23,Sovereign,0
28-Feb-23,Grand Total,4421059
28-Feb-23,Services,68240
28-Feb-23,Healthcare,219723
28-Feb-23,Others,10016
28-Feb-23,Financial Services,1494557
28-Feb-23,,"AUC as on February 28, 2023"
28-Feb-23,Forest Materials,1771
28-Feb-23,,
28-Feb-23,,
28-Feb-23,Capital Goods,135845
28-Feb-23,Chemicals,92854
28-Feb-23,Automobile and Auto Components,261143
28-Feb-23,Construction Materials,77897
28-Feb-23,Consumer Durables,149407
28-Feb-23,Consumer Services,102991
28-Feb-23,Diversified,2814
28-Feb-23,Fast Moving Consumer Goods,323108
28-Feb-23,Construction,77000
15-Mar-23,Consumer Durables,147908
15-Mar-23,Fast Moving Consumer Goods,320226
15-Mar-23,Diversified,2800
15-Mar-23,Consumer Services,101126
15-Mar-23,Construction Materials,77233
15-Mar-23,,
15-Mar-23,Chemicals,92805
15-Mar-23,Capital Goods,134467
15-Mar-23,Automobile and Auto Components,254734
15-Mar-23,,
15-Mar-23,Financial Services,1448187
15-Mar-23,Construction,80682
15-Mar-23,Forest Materials,1787
15-Mar-23,,"AUC as on March 15, 2023"
15-Mar-23,Information Technology,491209
15-Mar-23,Others,10069
15-Mar-23,Grand Total,4379667
15-Mar-23,Sovereign,0
15-Mar-23,Utilities,543
15-Mar-23,Telecommunication,113247
15-Mar-23,Textiles,16355
15-Mar-23,Realty,50104
15-Mar-23,Power,146019
15-Mar-23,"Oil, Gas & Consumable Fuels",442430
15-Mar-23,Metals & Mining,134240
15-Mar-23,"Media, Entertainment & Publication",16821
15-Mar-23,Services,78395
15-Mar-23,Healthcare,218278
31-Mar-23,Realty,51177
31-Mar-23,Metals & Mining,130571
31-Mar-23,"Oil, Gas & Consumable Fuels",450559
31-Mar-23,Power,149148
31-Mar-23,Grand Total,4458528
31-Mar-23,Textiles,15516
31-Mar-23,Utilities,572
31-Mar-23,Sovereign,0
31-Mar-23,Others,11559
31-Mar-23,"Media, Entertainment & Publication",17472
31-Mar-23,Services,77127
31-Mar-23,Information Technology,489322
31-Mar-23,Telecommunication,111860
31-Mar-23,Forest Materials,1897
31-Mar-23,Healthcare,220571
31-Mar-23,,"AUC as on March 31, 2023"
31-Mar-23,,
31-Mar-23,,
31-Mar-23,Automobile and Auto Components,252949
31-Mar-23,Capital Goods,136503
31-Mar-23,Consumer Durables,148719
31-Mar-23,Construction,81404
31-Mar-23,Construction Materials,82424
31-Mar-23,Consumer Services,103435
31-Mar-23,Diversified,2761
31-Mar-23,Fast Moving Consumer Goods,332767
31-Mar-23,Chemicals,94397
31-Mar-23,Financial Services,1495819
15-Apr-23,Diversified,2955
15-Apr-23,Consumer Services,106507
15-Apr-23,Consumer Durables,151041
15-Apr-23,Construction Materials,83927
15-Apr-23,Chemicals,97495
15-Apr-23,Fast Moving Consumer Goods,334006
15-Apr-23,Capital Goods,139807
15-Apr-23,Automobile and Auto Components,267824
15-Apr-23,,
15-Apr-23,,
15-Apr-23,Construction,84916
15-Apr-23,Financial Services,1564726
15-Apr-23,"Media, Entertainment & Publication",17432
15-Apr-23,Healthcare,229648
15-Apr-23,Information Technology,483647
15-Apr-23,Metals & Mining,138941
15-Apr-23,"Oil, Gas & Consumable Fuels",456307
15-Apr-23,Power,153139
15-Apr-23,Services,79280
15-Apr-23,Telecommunication,113828
15-Apr-23,Textiles,15919
15-Apr-23,Utilities,572
15-Apr-23,Sovereign,0
15-Apr-23,Others,10702
15-Apr-23,Grand Total,4590577
15-Apr-23,Forest Materials,1999
15-Apr-23,Realty,55961
15-Apr-23,,"AUC as on April 15, 2023"
30-Apr-23,,
30-Apr-23,Automobile and Auto Components,274514
30-Apr-23,Capital Goods,145019
30-Apr-23,Chemicals,100399
30-Apr-23,Construction,89669
30-Apr-23,Construction Materials,83464
30-Apr-23,Consumer Durables,153231
30-Apr-23,Consumer Services,110577
30-Apr-23,Diversified,2987
30-Apr-23,Fast Moving Consumer Goods,343937
30-Apr-23,Financial Services,1595764
30-Apr-23,Forest Materials,2028
30-Apr-23,Healthcare,232435
30-Apr-23,Information Technology,462248
30-Apr-23,,"AUC as on April 30, 2023"
30-Apr-23,"Media, Entertainment & Publication",16792
30-Apr-23,Metals & Mining,142877
30-Apr-23,"Oil, Gas & Consumable Fuels",470227
30-Apr-23,Power,156898
30-Apr-23,Realty,58247
30-Apr-23,Services,82099
30-Apr-23,Telecommunication,119202
30-Apr-23,Textiles,17028
30-Apr-23,Utilities,612
30-Apr-23,Sovereign,0
30-Apr-23,Others,10518
30-Apr-23,,
30-Apr-23,Grand Total,4670771
15-May-23,Metals & Mining,140598
15-May-23,Others,10803
15-May-23,Information Technology,469808
15-May-23,Healthcare,238328
15-May-23,Forest Materials,2180
15-May-23,Financial Services,1640061
15-May-23,Fast Moving Consumer Goods,359793
15-May-23,Diversified,3097
15-May-23,Consumer Services,114962
15-May-23,Consumer Durables,161680
15-May-23,Construction Materials,85809
15-May-23,Construction,85575
15-May-23,Chemicals,99955
15-May-23,Grand Total,4798718
15-May-23,Capital Goods,153117
15-May-23,,
15-May-23,,
15-May-23,,"AUC as on May 15, 2023"
15-May-23,"Oil, Gas & Consumable Fuels",480895
15-May-23,Power,152669
15-May-23,Realty,62413
15-May-23,Services,86322
15-May-23,Telecommunication,119241
15-May-23,Textiles,17554
15-May-23,Utilities,667
15-May-23,Sovereign,0
15-May-23,Automobile and Auto Components,296814
15-May-23,"Media, Entertainment & Publication",16377
31-May-23,Healthcare,245375
31-May-23,Sovereign,0
31-May-23,,"AUC as on May 31, 2023"
31-May-23,,
31-May-23,,
31-May-23,Automobile and Auto Components,306665
31-May-23,Capital Goods,160343
31-May-23,Chemicals,101104
31-May-23,Construction,84330
31-May-23,Construction Materials,88096
31-May-23,Consumer Durables,166522
31-May-23,Consumer Services,120637
31-May-23,Diversified,3202
31-May-23,Others,11277
31-May-23,Fast Moving Consumer Goods,370221
31-May-23,Forest Materials,2044
31-May-23,Information Technology,487869
31-May-23,"Media, Entertainment & Publication",16096
31-May-23,Metals & Mining,150237
31-May-23,"Oil, Gas & Consumable Fuels",476503
31-May-23,Power,152006
31-May-23,Realty,58352
31-May-23,Services,87557
31-May-23,Telecommunication,127474
31-May-23,Textiles,16706
31-May-23,Utilities,707
31-May-23,Financial Services,1646306
31-May-23,Grand Total,4879628
15-Jun-23,Grand Total,4974456
15-Jun-23,Others,23392
15-Jun-23,Construction,91310
15-Jun-23,Construction Materials,93925
15-Jun-23,,"AUC as on June 15, 2023"
15-Jun-23,,
15-Jun-23,,
15-Jun-23,Automobile and Auto Components,317930
15-Jun-23,Capital Goods,175464
15-Jun-23,Chemicals,100867
15-Jun-23,Consumer Services,129140
15-Jun-23,Diversified,3420
15-Jun-23,Fast Moving Consumer Goods,360501
15-Jun-23,Financial Services,1643927
15-Jun-23,Forest Materials,1995
15-Jun-23,Consumer Durables,174646
15-Jun-23,Information Technology,476913
15-Jun-23,"Media, Entertainment & Publication",15982
15-Jun-23,Metals & Mining,153785
15-Jun-23,"Oil, Gas & Consumable Fuels",487424
15-Jun-23,Power,158417
15-Jun-23,Realty,69694
15-Jun-23,Services,89825
15-Jun-23,Telecommunication,127033
15-Jun-23,Textiles,17093
15-Jun-23,Utilities,744
15-Jun-23,Healthcare,261029
15-Jun-23,Sovereign,0
30-Jun-23,Financial Services,1733987
30-Jun-23,Fast Moving Consumer Goods,379879
30-Jun-23,Consumer Services,131039
30-Jun-23,Consumer Durables,179011
30-Jun-23,,
30-Jun-23,Construction,96781
30-Jun-23,Chemicals,101059
30-Jun-23,Capital Goods,181174
30-Jun-23,Automobile and Auto Components,332454
30-Jun-23,Forest Materials,2042
30-Jun-23,Construction Materials,92153
30-Jun-23,Healthcare,270487
30-Jun-23,Others,12325
30-Jun-23,"Media, Entertainment & Publication",15651
30-Jun-23,Metals & Mining,156185
30-Jun-23,"Oil, Gas & Consumable Fuels",486943
30-Jun-23,Power,162339
30-Jun-23,Realty,70561
30-Jun-23,Services,90710
30-Jun-23,Telecommunication,133602
30-Jun-23,Textiles,17038
30-Jun-23,Utilities,837
30-Jun-23,Sovereign,0
30-Jun-23,,
30-Jun-23,Grand Total,5138579
30-Jun-23,Information Technology,488869
30-Jun-23,,"AUC as on June 30, 2023"
30-Jun-23,Diversified,3452
15-Jul-23,Textiles,16942
15-Jul-23,Financial Services,1557024
15-Jul-23,Forest Materials,1971
15-Jul-23,Healthcare,276053
15-Jul-23,Information Technology,513832
15-Jul-23,"Media, Entertainment & Publication",17482
15-Jul-23,Metals & Mining,161270
15-Jul-23,,"AUC as on July 15, 2023"
15-Jul-23,,
15-Jul-23,,
15-Jul-23,Automobile and Auto Components,343173
15-Jul-23,Capital Goods,188798
15-Jul-23,Chemicals,96932
15-Jul-23,Construction,97962
15-Jul-23,Construction Materials,91750
15-Jul-23,Consumer Durables,182312
15-Jul-23,Grand Total,5202721
15-Jul-23,Sovereign,0
15-Jul-23,Fast Moving Consumer Goods,392134
15-Jul-23,Others,141859
15-Jul-23,Diversified,3371
15-Jul-23,Telecommunication,137302
15-Jul-23,"Oil, Gas & Consumable Fuels",522256
15-Jul-23,Power,160512
15-Jul-23,Realty,73636
15-Jul-23,Services,91916
15-Jul-23,Utilities,871
15-Jul-23,Consumer Services,133362
31-Jul-23,,"AUC as on July 31, 2023"
31-Jul-23,Automobile and Auto Components,345726
31-Jul-23,Capital Goods,203513
31-Jul-23,Chemicals,96354
31-Jul-23,Construction,107868
31-Jul-23,Grand Total,5324288
31-Jul-23,Consumer Durables,182978
31-Jul-23,Consumer Services,134850
31-Jul-23,Fast Moving Consumer Goods,387151
31-Jul-23,,
31-Jul-23,,
31-Jul-23,Construction Materials,94048
31-Jul-23,Diversified,3318
31-Jul-23,Realty,77502
31-Jul-23,Information Technology,497985
31-Jul-23,Services,94562
31-Jul-23,Telecommunication,140026
31-Jul-23,Power,180594
31-Jul-23,Textiles,17388
31-Jul-23,Utilities,914
31-Jul-23,Financial Services,1771057
31-Jul-23,Forest Materials,2082
31-Jul-23,Healthcare,289657
31-Jul-23,"Media, Entertainment & Publication",18973
31-Jul-23,Metals & Mining,168563
31-Jul-23,"Oil, Gas & Consumable Fuels",496204
31-Jul-23,Sovereign,0
31-Jul-23,Others,12975
15-Aug-23,"Oil, Gas & Consumable Fuels",496930
15-Aug-23,Power,173429
15-Aug-23,Sovereign,0
15-Aug-23,Metals & Mining,162805
15-Aug-23,Realty,72169
15-Aug-23,"Media, Entertainment & Publication",20677
15-Aug-23,Financial Services,1721335
15-Aug-23,Healthcare,287357
15-Aug-23,Forest Materials,2043
15-Aug-23,Others,14557
15-Aug-23,Fast Moving Consumer Goods,379965
15-Aug-23,Diversified,3399
15-Aug-23,Consumer Services,137278
15-Aug-23,Services,93404
15-Aug-23,Telecommunication,136665
15-Aug-23,Grand Total,5252150
15-Aug-23,Utilities,869
15-Aug-23,Information Technology,513505
15-Aug-23,Textiles,18698
15-Aug-23,Construction Materials,91521
15-Aug-23,Chemicals,95381
15-Aug-23,Construction,107371
15-Aug-23,,"AUC as on August 15, 2023"
15-Aug-23,,
15-Aug-23,Consumer Durables,181203
15-Aug-23,Automobile and Auto Components,337762
15-Aug-23,Capital Goods,203830
15-Aug-23,,
31-Aug-23,Consumer Services,145467
31-Aug-23,Others,13272
31-Aug-23,Grand Total,5328349
31-Aug-23,,"AUC as on August 31, 2023"
31-Aug-23,,
31-Aug-23,,
31-Aug-23,Automobile and Auto Components,346220
31-Aug-23,Capital Goods,222460
31-Aug-23,Chemicals,99100
31-Aug-23,Diversified,3692
31-Aug-23,Construction Materials,93610
31-Aug-23,Financial Services,1753402
31-Aug-23,Forest Materials,2247
31-Aug-23,Healthcare,290022
31-Aug-23,Information Technology,520205
31-Aug-23,"Media, Entertainment & Publication",21230
31-Aug-23,Construction,110354
31-Aug-23,Consumer Durables,188072
31-Aug-23,Metals & Mining,159358
31-Aug-23,Fast Moving Consumer Goods,376836
31-Aug-23,"Oil, Gas & Consumable Fuels",468400
31-Aug-23,Power,187379
31-Aug-23,Sovereign,0
31-Aug-23,Utilities,859
31-Aug-23,Textiles,19278
31-Aug-23,Telecommunication,135343
31-Aug-23,Services,95095
31-Aug-23,Realty,76449
15-Sep-23,,
15-Sep-23,Automobile and Auto Components,360348
15-Sep-23,Capital Goods,226656
15-Sep-23,Chemicals,99683
15-Sep-23,Construction,118580
15-Sep-23,Construction Materials,98773
15-Sep-23,Consumer Durables,190558
15-Sep-23,Consumer Services,151968
15-Sep-23,Diversified,3825
15-Sep-23,Fast Moving Consumer Goods,381633
15-Sep-23,Financial Services,1839101
15-Sep-23,Forest Materials,2532
15-Sep-23,Healthcare,295769
15-Sep-23,"Media, Entertainment & Publication",21324
15-Sep-23,Metals & Mining,164687
15-Sep-23,"Oil, Gas & Consumable Fuels",480491
15-Sep-23,Power,184077
15-Sep-23,Realty,81577
15-Sep-23,Services,93819
15-Sep-23,Telecommunication,146164
15-Sep-23,Textiles,19323
15-Sep-23,Sovereign,0
15-Sep-23,Information Technology,555824
15-Sep-23,Utilities,793
15-Sep-23,,
15-Sep-23,Grand Total,5533884
15-Sep-23,,"AUC as on September 15, 2023"
15-Sep-23,Others,16378
30-Sep-23,,"AUC as on September 30, 2023"
30-Sep-23,,
30-Sep-23,,
30-Sep-23,Automobile and Auto Components,356446
30-Sep-23,Capital Goods,224743
30-Sep-23,Chemicals,95978
30-Sep-23,Healthcare,296757
30-Sep-23,Construction Materials,94657
30-Sep-23,Consumer Durables,186907
30-Sep-23,Consumer Services,150100
30-Sep-23,Diversified,3853
30-Sep-23,Fast Moving Consumer Goods,378489
30-Sep-23,Financial Services,1774155
30-Sep-23,Forest Materials,2607
30-Sep-23,Construction,119216
30-Sep-23,Information Technology,533829
30-Sep-23,Metals & Mining,159296
30-Sep-23,Grand Total,5408654
30-Sep-23,Others,16233
30-Sep-23,"Media, Entertainment & Publication",20687
30-Sep-23,Utilities,886
30-Sep-23,Textiles,18652
30-Sep-23,Sovereign,0
30-Sep-23,Services,91973
30-Sep-23,Realty,80489
30-Sep-23,Power,195336
30-Sep-23,"Oil, Gas & Consumable Fuels",461509
30-Sep-23,Telecommunication,145857
15-Oct-23,"Oil, Gas & Consumable Fuels",461229
15-Oct-23,Services,94010
15-Oct-23,Telecommunication,150525
15-Oct-23,Textiles,19068
15-Oct-23,Utilities,889
15-Oct-23,Sovereign,0
15-Oct-23,Others,14470
15-Oct-23,Grand Total,5433486
15-Oct-23,Power,188249
15-Oct-23,Construction Materials,96898
15-Oct-23,,
15-Oct-23,,
15-Oct-23,Automobile and Auto Components,360339
15-Oct-23,Capital Goods,226915
15-Oct-23,Chemicals,96546
15-Oct-23,Construction,121865
15-Oct-23,Consumer Durables,189289
15-Oct-23,,"AUC as on October 15, 2023"
15-Oct-23,Consumer Services,153860
15-Oct-23,Fast Moving Consumer Goods,383321
15-Oct-23,Financial Services,1775480
15-Oct-23,Forest Materials,2724
15-Oct-23,Healthcare,294723
15-Oct-23,Information Technology,534828
15-Oct-23,"Media, Entertainment & Publication",20772
15-Oct-23,Metals & Mining,157902
15-Oct-23,Diversified,4074
15-Oct-23,Realty,85510
31-Oct-23,Grand Total,5237268
31-Oct-23,,"AUC as on October 31, 2023"
31-Oct-23,Others,15043
31-Oct-23,Sovereign,0
31-Oct-23,Utilities,868
31-Oct-23,Telecommunication,143209
31-Oct-23,Textiles,19034
31-Oct-23,Power,185421
31-Oct-23,"Oil, Gas & Consumable Fuels",445116
31-Oct-23,Metals & Mining,149208
31-Oct-23,"Media, Entertainment & Publication",19632
31-Oct-23,Information Technology,513289
31-Oct-23,Healthcare,282862
31-Oct-23,Forest Materials,2565
31-Oct-23,Financial Services,1714522
31-Oct-23,Fast Moving Consumer Goods,373611
31-Oct-23,Realty,83649
31-Oct-23,Consumer Services,147430
31-Oct-23,Consumer Durables,181013
31-Oct-23,Construction Materials,94617
31-Oct-23,Construction,113697
31-Oct-23,Chemicals,91842
31-Oct-23,Capital Goods,219719
31-Oct-23,Automobile and Auto Components,348871
31-Oct-23,,
31-Oct-23,,
31-Oct-23,Services,88260
31-Oct-23,Diversified,3788
15-Nov-23,"Media, Entertainment & Publication",19606
15-Nov-23,Metals & Mining,155482
15-Nov-23,"Oil, Gas & Consumable Fuels",462764
15-Nov-23,Power,192907
15-Nov-23,Utilities,1011
15-Nov-23,Services,92446
15-Nov-23,Textiles,19135
15-Nov-23,Information Technology,525643
15-Nov-23,Sovereign,0
15-Nov-23,Others,16747
15-Nov-23,Realty,94523
15-Nov-23,Healthcare,301921
15-Nov-23,Consumer Services,162800
15-Nov-23,Financial Services,1773124
15-Nov-23,Fast Moving Consumer Goods,381977
15-Nov-23,Consumer Durables,186228
15-Nov-23,Construction Materials,97604
15-Nov-23,Construction,119257
15-Nov-23,Chemicals,95718
15-Nov-23,Capital Goods,232424
15-Nov-23,Grand Total,5451396
15-Nov-23,,
15-Nov-23,,
15-Nov-23,,"AUC as on November 15, 2023"
15-Nov-23,Forest Materials,2627
15-Nov-23,Automobile and Auto Components,364325
15-Nov-23,Diversified,3953
15-Nov-23,Telecommunication,149174
30-Nov-23,Construction,120842
30-Nov-23,,"AUC as on November 30, 2023"
30-Nov-23,Construction Materials,101524
30-Nov-23,Consumer Durables,190902
30-Nov-23,Consumer Services,170760
30-Nov-23,Diversified,3894
30-Nov-23,Fast Moving Consumer Goods,388673
30-Nov-23,Financial Services,1801596
30-Nov-23,Forest Materials,2551
30-Nov-23,Healthcare,317402
30-Nov-23,Information Technology,548415
30-Nov-23,"Media, Entertainment & Publication",19503
30-Nov-23,Metals & Mining,161412
30-Nov-23,"Oil, Gas & Consumable Fuels",472586
30-Nov-23,Power,201661
30-Nov-23,Realty,99153
30-Nov-23,Services,95557
30-Nov-23,Telecommunication,158064
30-Nov-23,Textiles,19152
30-Nov-23,Utilities,1021
30-Nov-23,Sovereign,0
30-Nov-23,Others,18338
30-Nov-23,Grand Total,5623328
30-Nov-23,Chemicals,97452
30-Nov-23,Capital Goods,248334
30-Nov-23,,
30-Nov-23,,
30-Nov-23,Automobile and Auto Components,384535
15-Dec-23,,"AUC as on December 15, 2023"
15-Dec-23,Grand Total,6019242
15-Dec-23,Others,18495
15-Dec-23,,
15-Dec-23,,
15-Dec-23,Sovereign,0
15-Dec-23,Utilities,1109
15-Dec-23,Textiles,19382
15-Dec-23,Telecommunication,159541
15-Dec-23,Services,109971
15-Dec-23,Realty,106470
15-Dec-23,Power,245237
15-Dec-23,"Oil, Gas & Consumable Fuels",497284
15-Dec-23,Metals & Mining,182300
15-Dec-23,Information Technology,602397
15-Dec-23,Automobile and Auto Components,399156
15-Dec-23,"Media, Entertainment & Publication",19242
15-Dec-23,Chemicals,101060
15-Dec-23,Construction,135702
15-Dec-23,Construction Materials,114004
15-Dec-23,Consumer Durables,197054
15-Dec-23,Capital Goods,262951
15-Dec-23,Diversified,4010
15-Dec-23,Fast Moving Consumer Goods,396010
